iter	Passed	Remaining
213	11316	41564
214	11363	41488
215	11411	41420
216	11462	41360
217	11509	41288
218	11556	41212
219	11609	41160
220	11659	41097
221	11711	41044
222	11762	40984
223	11810	40914
224	11857	40841
225	11904	40771
226	11956	40715
227	12004	40645
228	12045	40554
229	12095	40492
230	12143	40426
231	12190	40353
232	12241	40296
233	12292	40239
234	12338	40164
235	12389	40107
236	12434	40031
237	12485	39975
238	12532	39906
239	12581	39842
240	12626	39765
241	12675	39704
242	12717	39618
243	12762	39543
244	12812	39482
245	12861	39422
246	12910	39358
247	12957	39289
248	13003	39219
249	13057	39171
250	13103	39102
251	13155	39047
252	13207	38996
253	13252	38921
254	13300	38858
255	13346	38787
256	13398	38736
257	13450	38683
258	13498	38618
259	13548	38561
260	13595	38493
261	13641	38424
262	13688	38358
263	13735	38293
264	13779	38218
265	13823	38144
266	13873	38088
267	13915	38009
268	13972	37969
269	14025	37921
270	14079	37874
271	14130	37820
272	14183	37770
273	14232	37710
274	14280	37648
275	14326	37581
276	14367	37500
277	14421	37454
278	14465	37381
279	14509	37309
280	14556	37244
281	14610	37200
282	14658	37138
283	14711	37089
284	14761	37033
285	14812	36980
286	14862	36924
287	14912	36866
288	14961	36808
289	15012	36753
290	15063	36702
291	15109	36635
292	15163	36587
293	15210	36525
294	15246	36436
295	15296	36381
296	15348	36329
297	15393	36261
298	15448	36218
299	15494	36154
300	15539	36086
301	15577	36003
302	15619	35930
303	15664	35864
304	15709	35797
305	15758	35739
306	15812	35695
307	15868	35653
308	15917	35595
309	15962	35530
310	16008	35466
311	16059	35412
312	16112	35365
313	16162	35310
314	16215	35261
315	16262	35201
316	16316	35155
317	16378	35126
318	16431	35078
319	16479	35019
320	16534	34975
321	16590	34932
322	16641	34880
323	16690	34824
324	16744	34776
325	16794	34723
326	16843	34666
327	16892	34609
328	16946	34563
329	16992	34499
330	17043	34446
331	17088	34383
332	17138	34328
333	17193	34283
334	17237	34217
335	17282	34153
336	17335	34104
337	17393	34065
338	17441	34008
339	17498	33968
340	17546	33910
341	17593	33848
342	17644	33797
343	17691	33738
344	17748	33696
345	17802	33650
346	17843	33578
347	17884	33507
348	17934	33454
349	17983	33397
350	18030	33338
351	18079	33282
352	18134	33238
353	18177	33170
354	18226	33114
355	18267	33046
356	18320	32997
357	18368	32940
358	18418	32887
359	18462	32822
360	18512	32768
361	18557	32706
362	18610	32657
363	18664	32611
364	18714	32557
365	18762	32500
366	18808	32440
367	18860	32391
368	18917	32349
369	18970	32301
370	19025	32255
371	19080	32210
372	19145	32182
373	19204	32144
374	19254	32091
375	19304	32036
376	19355	31984
377	19412	31943
378	19459	31885
379	19510	31832
380	19556	31772
381	19605	31717
382	19660	31671
383	19726	31645
384	19785	31605
385	19839	31557
386	19889	31504
387	19946	31461
388	19996	31408
389	20050	31360
390	20099	31305
391	20155	31261
392	20204	31206
393	20255	31153
394	20300	31092
395	20354	31045
396	20410	31001
397	20457	30943
398	20514	30900
399	20567	30850
400	20612	30790
401	20664	30739
402	20713	30685
403	20765	30633
404	20819	30586
405	20873	30539
406	20923	30485
407	20982	30444
408	21036	30397
409	21087	30345
410	21139	30294
411	21196	30251
412	21251	30205
413	21305	30156
414	21357	30107
415	21417	30066
416	21468	30015
417	21518	29961
418	21569	29909
419	21622	29859
420	21673	29807
421	21726	29757
422	21773	29699
423	21827	29652
424	21873	29594
425	21924	29540
426	21977	29492
427	22025	29435
428	22082	29391
429	22138	29346
430	22189	29293
431	22238	29239
432	22284	29180
433	22330	29122
434	22381	29070
435	22429	29014
436	22472	28952
437	22519	28895
438	22570	28842
439	22620	28789
440	22663	28727
441	22719	28681
442	22774	28635
443	22830	28589
444	22879	28534
445	22930	28483
446	22980	28430
447	23031	28378
448	23081	28324
449	23124	28263
450	23181	28218
451	23231	28165
452	23285	28117
453	23334	28063
454	23387	28013
455	23447	27971
456	23509	27933
457	23568	27891
458	23628	27849
459	23683	27802
460	23756	27776
461	23815	27732
462	23869	27684
463	23931	27645
464	23983	27593
465	24037	27545
466	24102	27509
467	24157	27461
468	24213	27414
469	24266	27363
470	24327	27322
471	24382	27275
472	24432	27222
473	24483	27169
474	24539	27122
475	24588	27068
476	24649	27027
477	24709	26984
478	24762	26933
479	24813	26881
480	24862	26826
481	24917	26778
482	24968	26725
483	25030	26685
484	25081	26632
485	25135	26583
486	25189	26534
487	25247	26489
488	25302	26440
489	25355	26390
490	25403	26334
491	25460	26288
492	25518	26242
493	25567	26188
494	25617	26135
495	25672	26086
496	25734	26045
497	25777	25984
498	25839	25942
499	25891	25891
500	25949	25845
501	26000	25793
502	26054	25743
503	26108	25693
504	26162	25644
505	26216	25595
506	26275	25549
507	26327	25497
508	26387	25454
509	26448	25411
510	26499	25358
511	26553	25308
512	26606	25257
513	26660	25208
514	26715	25159
515	26766	25106
516	26824	25060
517	26874	25006
518	26928	24956
519	26978	24903
520	27033	24854
521	27094	24811
522	27147	24759
523	27199	24707
524	27249	24654
525	27295	24597
526	27352	24549
527	27404	24497
528	27455	24444
529	27511	24396
530	27567	24348
531	27623	24300
532	27687	24258
533	27764	24228
534	27820	24180
535	27885	24140
536	27951	24099
537	28013	24056
538	28073	24010
539	28128	23961
540	28176	23905
541	28227	23852
542	28280	23801
543	28333	23750
544	28384	23696
545	28433	23642
546	28487	23591
547	28535	23536
548	28589	23486
549	28641	23433
550	28701	23388
551	28761	23342
552	28810	23288
553	28863	23236
554	28918	23187
555	28973	23137
556	29026	23085
557	29079	23034
558	29134	22984
559	29188	22933
560	29241	22882
561	29289	22826
562	29348	22779
563	29392	22721
564	29442	22668
565	29497	22618
566	29564	22577
567	29620	22528
568	29673	22476
569	29734	22431
570	29789	22381
571	29839	22327
572	29894	22277
573	29956	22232
574	30015	22185
575	30073	22137
576	30124	22084
577	30180	22034
578	30227	21978
579	30281	21927
580	30337	21878
581	30389	21825
582	30451	21780
583	30506	21730
584	30557	21677
585	30608	21624
586	30666	21575
587	30717	21523
588	30777	21476
589	30835	21428
590	30889	21376
591	30952	21332
592	31006	21280
593	31053	21224
594	31103	21171
595	31161	21122
596	31212	21069
597	31265	21018
598	31327	20972
599	31382	20921
600	31432	20867
601	31488	20817
602	31534	20761
603	31584	20708
604	31626	20648
605	31676	20594
606	31719	20536
607	31767	20481
608	31818	20428
609	31871	20377
610	31913	20318
611	31962	20263
612	32013	20210
613	32069	20160
614	32118	20106
615	32170	20054
616	32220	20000
617	32272	19948
618	32328	19898
619	32379	19845
620	32456	19808
621	32521	19763
622	32577	19713
623	32632	19663
624	32687	19612
625	32743	19562
626	32794	19509
627	32842	19454
628	32894	19402
629	32956	19355
630	33010	19303
631	33070	19256
632	33124	19204
633	33175	19151
634	33221	19095
635	33290	19053
636	33352	19006
637	33401	18951
638	33454	18899
639	33505	18846
640	33559	18795
641	33609	18741
642	33662	18689
643	33741	18652
644	33877	18645
645	33966	18613
646	34044	18574
647	34119	18533
648	34193	18492
649	34277	18457
650	34368	18424
651	34452	18388
652	34536	18352
653	34620	18316
654	34738	18297
655	34843	18271
656	34940	18241
657	35035	18209
658	35122	18174
659	35214	18140
660	35316	18112
661	35432	18091
662	35533	18061
663	35618	18024
664	35718	17993
665	35806	17956
666	35882	17914
667	35979	17882
668	36075	17848
669	36161	17810
670	36238	17768
671	36309	17722
672	36385	17679
673	36456	17633
674	36524	17585
675	36584	17534
676	36655	17488
677	36716	17437
678	36774	17385
679	36845	17338
680	36916	17292
681	36991	17248
682	37060	17200
683	37131	17154
684	37200	17106
685	37271	17059
686	37340	17012
687	37408	16964
688	37474	16915
689	37533	16863
690	37578	16804
691	37626	16747
692	37671	16688
693	37722	16632
694	37771	16575
695	37826	16521
696	37873	16464
697	37926	16409
698	37977	16353
699	38028	16298
700	38076	16240
701	38121	16182
702	38169	16125
703	38225	16072
704	38272	16014
705	38325	15959
706	38373	15903
707	38421	15846
708	38468	15789
709	38517	15732
710	38565	15675
711	38613	15618
712	38667	15564
713	38721	15510
714	38767	15452
715	38814	15395
716	38861	15338
717	38913	15283
718	38966	15228
719	39016	15173
720	39067	15117
721	39121	15063
722	39175	15009
723	39225	14953
724	39275	14897
725	39326	14842
726	39374	14785
727	39418	14727
728	39468	14672
729	39516	14615
730	39564	14559
731	39613	14503
732	39661	14446
733	39708	14390
734	39755	14333
735	39800	14276
736	39846	14219
737	39895	14163
738	39949	14109
739	39988	14050
740	40038	13994
741	40084	13937
742	40130	13881
743	40177	13824
744	40225	13768
745	40269	13710
746	40321	13656
747	40373	13601
748	40426	13547
749	40475	13491
750	40521	13435
751	40571	13380
752	40618	13323
753	40665	13267
754	40713	13211
755	40758	13154
756	40811	13100
757	40860	13045
758	40907	12989
759	40958	12934
760	41006	12878
761	41056	12823
762	41107	12768
763	41152	12711
764	41199	12656
765	41242	12598
766	41288	12542
767	41341	12488
768	41384	12431
769	41438	12377
770	41483	12321
771	41531	12265
772	41577	12209
773	41624	12153
774	41673	12098
775	41717	12042
776	41764	11986
777	41818	11932
778	41866	11877
779	41917	11822
780	41964	11767
781	42007	11710
782	42058	11656
783	42103	11599
784	42149	11544
785	42190	11486
786	42237	11431
787	42281	11375
788	42323	11318
789	42374	11264
790	42428	11210
791	42477	11155
792	42525	11100
793	42571	11044
794	42616	10989
795	42662	10933
796	42713	10879
797	42758	10823
798	42803	10767
799	42849	10712
800	42891	10655
801	42940	10601
802	42987	10546
803	43034	10491
804	43081	10435
805	43122	10379
806	43171	10324
807	43220	10270
808	43264	10214
809	43311	10159
810	43359	10104
811	43406	10049
812	43456	9995
813	43506	9941
814	43553	9886
815	43602	9831
816	43649	9777
817	43702	9723
818	43756	9670
819	43809	9616
820	43862	9563
821	43909	9508
822	43956	9453
823	44002	9398
824	44045	9343
825	44092	9288
826	44139	9233
827	44189	9179
828	44239	9125
829	44285	9070
830	44332	9015
831	44380	8961
832	44424	8906
833	44473	8852
834	44511	8795
835	44560	8741
836	44628	8691
837	44688	8639
838	44747	8586
839	44807	8534
840	44868	8482
841	44917	8428
842	44961	8373
843	45010	8319
844	45063	8266
845	45108	8211
846	45156	8156
847	45206	8103
848	45252	8048
849	45301	7994
850	45351	7940
851	45401	7886
852	45447	7832
853	45492	7777
854	45541	7723
855	45595	7670
856	45643	7616
857	45691	7561
858	45741	7508
859	45790	7454
860	45842	7400
861	45892	7347
862	45947	7294
863	45998	7240
864	46044	7186
865	46099	7133
866	46154	7080
867	46204	7026
868	46252	6972
869	46304	6919
870	46350	6864
871	46402	6811
872	46457	6758
873	46507	6704
874	46556	6650
875	46600	6596
876	46649	6542
877	46698	6488
878	46744	6434
879	46790	6380
880	46837	6326
881	46888	6273
882	46945	6220
883	46996	6167
884	47045	6113
885	47093	6059
886	47140	6005
887	47187	5951
888	47231	5897
889	47282	5843
890	47332	5790
891	47383	5737
892	47424	5682
893	47471	5628
894	47519	5574
895	47570	5521
896	47621	5468
897	47674	5415
898	47720	5361
899	47770	5307
900	47817	5254
901	47863	5200
902	47911	5146
903	47961	5093
904	48011	5039
905	48057	4986
906	48108	4932
907	48153	4879
908	48202	4825
909	48248	4771
910	48294	4718
911	48344	4664
912	48394	4611
913	48437	4557
914	48491	4504
915	48538	4451
916	48581	4397
917	48627	4343
918	48679	4290
919	48725	4236
920	48773	4183
921	48822	4130
922	48871	4077
923	48919	4023
924	48969	3970
925	49018	3917
926	49065	3863
927	49114	3810
928	49166	3757
929	49216	3704
930	49266	3651
931	49313	3597
932	49363	3544
933	49410	3491
934	49456	3438
935	49509	3385
936	49561	3332
937	49611	3279
938	49660	3226
939	49705	3172
940	49755	3119
941	49803	3066
942	49855	3013
943	49903	2960
944	49950	2907
945	50000	2854
946	50048	2801
947	50092	2747
948	50143	2694
949	50189	2641
950	50236	2588
951	50288	2535
952	50337	2482
953	50384	2429
954	50431	2376
955	50478	2323
956	50516	2269
957	50564	2216
958	50608	2163
959	50653	2110
960	50705	2057
961	50752	2004
962	50802	1951
963	50848	1898
964	50896	1845
965	50947	1793
966	50993	1740
967	51041	1687
968	51076	1634
969	51128	1581
970	51171	1528
971	51219	1475
972	51265	1422
973	51317	1369
974	51362	1316
975	51405	1264
976	51451	1211
977	51502	1158
978	51548	1105
979	51600	1053
980	51646	1000
981	51697	947
982	51743	894
983	51795	842
984	51845	789
985	51896	736
986	51947	684
987	51998	631
988	52043	578
989	52092	526
990	52139	473
991	52183	420
992	52230	368
993	52284	315
994	52330	262
995	52379	210
996	52425	157
997	52481	105
998	52531	52
999	52581	0
