iter	Passed	Remaining
161	7926	41001
162	7971	40933
163	8017	40867
164	8067	40827
165	8116	40779
166	8160	40703
167	8208	40653
168	8253	40584
169	8304	40544
170	8345	40457
171	8394	40411
172	8517	40717
173	8570	40687
174	8619	40633
175	8664	40567
176	8711	40507
177	8764	40474
178	8815	40434
179	8862	40374
180	8907	40306
181	8959	40269
182	9019	40268
183	9069	40221
184	9118	40169
185	9165	40109
186	9211	40048
187	9260	39998
188	9312	39959
189	9357	39894
190	9421	39907
191	9488	39930
192	9539	39886
193	9585	39825
194	9636	39779
195	9688	39743
196	9734	39680
197	9785	39637
198	9835	39587
199	9881	39526
200	9928	39466
201	9967	39377
202	10030	39378
203	10082	39340
204	10127	39273
205	10181	39244
206	10229	39188
207	10271	39110
208	10317	39047
209	10361	38978
210	10404	38905
211	10450	38842
212	10502	38805
213	10565	38804
214	10624	38790
215	10665	38710
216	10711	38651
217	10762	38605
218	10817	38577
219	10867	38531
220	10910	38458
221	10950	38377
222	11000	38327
223	11079	38381
224	11131	38340
225	11175	38273
226	11215	38190
227	11263	38136
228	11307	38071
229	11356	38018
230	11399	37949
231	11447	37896
232	11493	37836
233	11542	37783
234	11587	37720
235	11627	37642
236	11679	37600
237	11728	37549
238	11779	37506
239	11828	37457
240	11877	37407
241	11921	37340
242	11964	37272
243	12011	37217
244	12067	37186
245	12116	37138
246	12162	37076
247	12197	36984
248	12244	36929
249	12284	36854
250	12334	36805
251	12381	36752
252	12437	36721
253	12488	36677
254	12540	36638
255	12611	36650
256	12656	36591
257	12711	36557
258	12757	36500
259	12809	36458
260	12857	36403
261	12899	36336
262	12954	36303
263	13003	36251
264	13078	36274
265	13136	36248
266	13183	36191
267	13228	36130
268	13274	36073
269	13327	36032
270	13371	35970
271	13422	35926
272	13474	35882
273	13524	35835
274	13570	35777
275	13617	35721
276	13664	35664
277	13717	35627
278	13764	35569
279	13810	35512
280	13855	35452
281	13898	35387
282	13946	35335
283	13991	35273
284	14027	35191
285	14088	35171
286	14129	35102
287	14173	35039
288	14217	34979
289	14267	34930
290	14317	34883
291	14365	34830
292	14407	34764
293	14458	34721
294	14503	34661
295	14552	34610
296	14598	34554
297	14662	34541
298	14728	34530
299	14779	34484
300	14823	34424
301	14871	34370
302	14920	34322
303	14968	34269
304	15018	34221
305	15077	34195
306	15143	34183
307	15204	34161
308	15250	34104
309	15298	34051
310	15349	34006
311	15401	33961
312	15451	33914
313	15496	33855
314	15541	33797
315	15590	33746
316	15637	33691
317	15681	33632
318	15737	33596
319	15786	33545
320	15835	33495
321	15880	33437
322	15926	33381
323	15972	33325
324	16026	33286
325	16070	33226
326	16134	33206
327	16185	33161
328	16236	33113
329	16285	33063
330	16334	33013
331	16396	32989
332	16443	32937
333	16489	32881
334	16559	32872
335	16615	32834
336	16665	32787
337	16708	32725
338	16758	32675
339	16806	32624
340	16858	32579
341	16907	32529
342	16953	32473
343	17005	32429
344	17053	32377
345	17119	32358
346	17225	32416
347	17293	32400
348	17339	32344
349	17392	32300
350	17437	32241
351	17487	32192
352	17535	32140
353	17580	32082
354	17622	32018
355	17680	31984
356	17726	31927
357	17771	31870
358	17821	31821
359	17862	31755
360	17909	31701
361	17956	31646
362	18009	31602
363	18058	31553
364	18105	31499
365	18176	31485
366	18220	31426
367	18266	31371
368	18317	31324
369	18372	31282
370	18426	31241
371	18473	31187
372	18519	31129
373	18588	31113
374	18638	31064
375	18686	31011
376	18747	30980
377	18808	30949
378	18857	30898
379	18906	30847
380	18950	30788
381	18998	30736
382	19050	30689
383	19096	30634
384	19173	30627
385	19237	30601
386	19286	30550
387	19339	30504
388	19384	30446
389	19428	30388
390	19475	30333
391	19519	30275
392	19572	30230
393	19621	30180
394	19665	30119
395	19720	30078
396	19769	30027
397	19812	29967
398	19862	29918
399	19907	29861
400	19960	29816
401	19998	29749
402	20046	29696
403	20090	29638
404	20141	29590
405	20209	29568
406	20258	29516
407	20304	29461
408	20352	29409
409	20401	29358
410	20452	29309
411	20496	29252
412	20549	29206
413	20588	29141
414	20629	29080
415	20673	29022
416	20742	28999
417	20794	28953
418	20843	28901
419	20894	28853
420	20942	28802
421	20996	28758
422	21039	28698
423	21087	28646
424	21137	28597
425	21199	28564
426	21247	28512
427	21295	28460
428	21347	28414
429	21406	28376
430	21455	28324
431	21504	28274
432	21550	28219
433	21598	28167
434	21651	28121
435	21697	28067
436	21774	28052
437	21814	27990
438	21864	27941
439	21918	27896
440	21965	27843
441	22019	27797
442	22066	27745
443	22126	27708
444	22171	27652
445	22251	27639
446	22306	27596
447	22358	27549
448	22404	27494
449	22456	27446
450	22501	27390
451	22552	27342
452	22598	27287
453	22651	27242
454	22701	27192
455	22750	27140
456	22796	27086
457	22843	27032
458	22889	26978
459	22928	26916
460	22976	26864
461	23022	26809
462	23068	26755
463	23114	26701
464	23166	26653
465	23234	26624
466	23281	26571
467	23323	26513
468	23372	26462
469	23420	26410
470	23477	26368
471	23524	26315
472	23570	26261
473	23619	26211
474	23667	26158
475	23703	26093
476	23751	26041
477	23812	26004
478	23863	25955
479	23913	25906
480	23960	25853
481	24010	25804
482	24059	25753
483	24109	25703
484	24159	25654
485	24212	25607
486	24276	25572
487	24322	25519
488	24370	25467
489	24418	25415
490	24465	25361
491	24506	25303
492	24555	25252
493	24599	25197
494	24647	25144
495	24710	25109
496	24762	25060
497	24807	25007
498	24854	24954
499	24905	24905
500	24952	24852
501	24995	24796
502	25046	24747
503	25093	24695
504	25145	24647
505	25192	24595
506	25241	24544
507	25307	24510
508	25360	24463
509	25407	24410
510	25449	24354
511	25500	24305
512	25540	24245
513	25584	24190
514	25638	24144
515	25685	24092
516	25732	24040
517	25782	23990
518	25902	24006
519	25976	23978
520	26028	23930
521	26073	23875
522	26119	23821
523	26172	23774
524	26226	23729
525	26269	23672
526	26346	23647
527	26394	23595
528	26446	23546
529	26491	23492
530	26538	23439
531	26586	23387
532	26636	23338
533	26682	23284
534	26724	23227
535	26779	23182
536	26854	23153
537	26897	23097
538	26945	23046
539	26995	22996
540	27046	22946
541	27089	22890
542	27135	22837
543	27178	22781
544	27235	22738
545	27286	22689
546	27360	22658
547	27409	22607
548	27453	22552
549	27498	22498
550	27542	22443
551	27593	22395
552	27641	22343
553	27693	22294
554	27736	22239
555	27795	22196
556	27844	22145
557	27910	22107
558	27955	22054
559	28007	22005
560	28048	21949
561	28092	21894
562	28142	21844
563	28190	21792
564	28240	21742
565	28288	21691
566	28359	21657
567	28424	21618
568	28470	21565
569	28526	21520
570	28578	21471
571	28629	21422
572	28676	21370
573	28725	21318
574	28777	21270
575	28829	21221
576	28881	21172
577	28927	21119
578	28982	21073
579	29031	21023
580	29076	20969
581	29128	20920
582	29174	20867
583	29229	20821
584	29280	20771
585	29325	20718
586	29398	20684
587	29452	20636
588	29500	20585
589	29546	20532
590	29586	20475
591	29636	20424
592	29686	20374
593	29733	20322
594	29778	20269
595	29822	20215
596	29872	20165
597	29924	20116
598	29985	20074
599	30035	20023
600	30084	19972
601	30137	19924
602	30187	19874
603	30233	19821
604	30281	19770
605	30334	19722
606	30380	19669
607	30499	19664
608	30543	19609
609	30588	19556
610	30636	19504
611	30679	19450
612	30723	19396
613	30775	19347
614	30826	19298
615	30869	19243
616	30914	19189
617	30955	19134
618	31020	19093
619	31072	19044
620	31122	18994
621	31174	18945
622	31220	18892
623	31264	18838
624	31317	18790
625	31365	18739
626	31420	18691
627	31468	18640
628	31546	18606
629	31602	18560
630	31655	18511
631	31705	18461
632	31750	18408
633	31796	18355
634	31846	18305
635	31899	18257
636	31948	18206
637	31995	18153
638	32044	18103
639	32096	18054
640	32148	18004
641	32197	17954
642	32252	17907
643	32300	17855
644	32353	17806
645	32400	17755
646	32446	17702
647	32511	17660
648	32569	17614
649	32620	17564
650	32669	17514
651	32719	17463
652	32773	17415
653	32821	17364
654	32875	17316
655	32923	17264
656	32970	17213
657	33021	17163
658	33089	17122
659	33141	17072
660	33188	17021
661	33236	16969
662	33286	16919
663	33340	16871
664	33397	16824
665	33444	16772
666	33493	16721
667	33573	16686
668	33642	16645
669	33698	16597
670	33753	16549
671	33808	16501
672	33869	16456
673	33923	16408
674	33972	16357
675	34030	16310
676	34096	16267
677	34166	16226
678	34229	16182
679	34285	16134
680	34344	16088
681	34395	16037
682	34445	15987
683	34538	15956
684	34647	15932
685	34709	15887
686	34772	15842
687	34824	15792
688	34906	15756
689	34985	15718
690	35103	15697
691	35245	15687
692	35399	15681
693	35526	15664
694	35729	15679
695	35941	15698
696	36073	15681
697	36138	15636
698	36284	15624
699	36348	15577
700	36403	15527
701	36484	15487
702	36537	15436
703	36592	15385
704	36651	15336
705	36746	15302
706	36806	15253
707	36853	15199
708	36902	15146
709	36954	15093
710	37001	15039
711	37053	14987
712	37106	14936
713	37161	14885
714	37206	14830
715	37247	14774
716	37292	14719
717	37340	14665
718	37388	14612
719	37438	14559
720	37488	14506
721	37539	14454
722	37589	14401
723	37642	14350
724	37690	14296
725	37769	14254
726	37815	14200
727	37866	14147
728	37912	14093
729	37951	14036
730	38003	13984
731	38049	13930
732	38102	13878
733	38150	13825
734	38196	13771
735	38248	13719
736	38315	13672
737	38369	13621
738	38416	13567
739	38463	13514
740	38511	13460
741	38565	13409
742	38610	13355
743	38665	13304
744	38718	13252
745	38808	13213
746	38873	13165
747	38922	13112
748	38972	13060
749	39023	13007
750	39065	12952
751	39110	12898
752	39156	12844
753	39205	12791
754	39253	12737
755	39305	12686
756	39356	12633
757	39407	12581
758	39447	12525
759	39493	12471
760	39542	12418
761	39591	12365
762	39638	12312
763	39694	12261
764	39750	12210
765	39830	12167
766	39884	12116
767	39936	12064
768	39983	12010
769	40034	11958
770	40091	11907
771	40135	11853
772	40177	11798
773	40225	11745
774	40271	11691
775	40321	11639
776	40391	11592
777	40443	11540
778	40493	11487
779	40543	11435
780	40594	11383
781	40657	11334
782	40706	11281
783	40753	11227
784	40801	11174
785	40883	11131
786	40936	11079
787	40991	11028
788	41046	10977
789	41098	10924
790	41140	10870
791	41192	10818
792	41245	10766
793	41288	10712
794	41339	10659
795	41402	10610
796	41453	10558
797	41509	10507
798	41554	10453
799	41608	10402
800	41658	10349
801	41704	10296
802	41761	10245
803	41807	10191
804	41882	10145
805	41935	10093
806	41981	10040
807	42041	9990
808	42088	9936
809	42148	9886
810	42202	9835
811	42254	9783
812	42308	9731
813	42361	9679
814	42412	9627
815	42476	9578
816	42531	9526
817	42578	9473
818	42627	9420
819	42676	9368
820	42723	9314
821	42779	9263
822	42826	9210
823	42881	9159
824	42958	9112
825	43006	9059
826	43052	9006
827	43097	8952
828	43147	8900
829	43195	8847
830	43248	8795
831	43299	8743
832	43347	8690
833	43395	8637
834	43440	8583
835	43504	8534
836	43553	8481
837	43599	8428
838	43651	8376
839	43703	8324
840	43749	8271
841	43800	8219
842	43843	8165
843	43907	8115
844	43989	8069
845	44038	8016
846	44087	7963
847	44142	7912
848	44190	7859
849	44238	7806
850	44284	7753
851	44333	7701
852	44378	7647
853	44423	7594
854	44461	7540
855	44532	7491
856	44589	7440
857	44642	7388
858	44692	7336
859	44743	7283
860	44795	7231
861	44835	7177
862	44880	7124
863	44925	7071
864	45002	7023
865	45067	6973
866	45120	6921
867	45168	6868
868	45218	6816
869	45265	6763
870	45314	6711
871	45364	6658
872	45413	6606
873	45465	6554
874	45513	6501
875	45584	6452
876	45718	6412
877	45775	6360
878	45837	6309
879	45884	6257
880	45934	6204
881	45977	6151
882	46072	6104
883	46138	6054
884	46186	6001
885	46230	5948
886	46271	5894
887	46319	5842
888	46367	5789
889	46413	5736
890	46462	5684
891	46514	5631
892	46560	5578
893	46611	5526
894	46666	5474
895	46727	5423
896	46778	5371
897	46821	5318
898	46871	5265
899	46922	5213
900	46965	5160
901	47015	5108
902	47071	5056
903	47161	5008
904	47197	4954
905	47244	4901
906	47290	4848
907	47338	4796
908	47385	4743
909	47432	4691
910	47479	4638
911	47526	4585
912	47574	4533
913	47618	4480
914	47676	4428
915	47729	4376
916	47778	4324
917	47832	4272
918	47879	4220
919	47926	4167
920	47976	4115
921	48033	4063
922	48086	4011
923	48133	3959
924	48220	3909
925	48277	3858
926	48328	3805
927	48379	3753
928	48425	3700
929	48469	3648
930	48516	3595
931	48572	3543
932	48627	3491
933	48680	3439
934	48734	3387
935	48803	3336
936	48858	3285
937	48913	3233
938	48966	3181
939	49011	3128
940	49058	3075
941	49104	3023
942	49156	2971
943	49238	2920
944	49292	2868
945	49337	2816
946	49390	2764
947	49438	2711
948	49489	2659
949	49535	2607
950	49585	2554
951	49629	2502
952	49674	2449
953	49722	2397
954	49772	2345
955	49846	2294
956	49888	2241
957	49939	2189
958	49985	2137
959	50040	2085
960	50088	2032
961	50137	1980
962	50190	1928
963	50239	1876
964	50329	1825
965	50384	1773
966	50442	1721
967	50492	1669
968	50546	1617
969	50598	1564
970	50647	1512
971	50701	1460
972	50748	1408
973	50805	1356
974	50868	1304
975	50919	1252
976	50975	1200
977	51035	1148
978	51085	1095
979	51136	1043
980	51193	991
981	51242	939
982	51316	887
983	51381	835
984	51427	783
985	51476	730
986	51519	678
987	51566	626
988	51612	574
989	51667	521
990	51721	469
991	51768	417
992	51816	365
993	51868	313
994	51924	260
995	51973	208
996	52023	156
997	52074	104
998	52122	52
999	52178	0
