iter	Passed	Remaining
138	2440	67794
139	2464	67961
140	2488	68120
141	2505	68059
142	2523	68073
143	2549	68277
144	2568	68298
145	2593	68461
146	2618	68624
147	2642	68775
148	2660	68769
149	2678	68742
150	2701	68867
151	2724	68979
152	2741	68928
153	2766	69082
154	2790	69218
155	2813	69327
156	2836	69425
157	2864	69660
158	2887	69755
159	2904	69697
160	2925	69766
161	2950	69901
162	2974	70023
163	2991	69982
164	3013	70038
165	3035	70103
166	3062	70298
167	3087	70419
168	3105	70405
169	3126	70434
170	3151	70574
171	3170	70559
172	3192	70628
173	3217	70755
174	3239	70799
175	3262	70875
176	3280	70851
177	3298	70817
178	3317	70822
179	3343	70952
180	3367	71057
181	3387	71063
182	3409	71110
183	3431	71163
184	3453	71218
185	3474	71252
186	3494	71258
187	3518	71347
188	3544	71467
189	3566	71525
190	3591	71630
191	3614	71681
192	3637	71748
193	3659	71786
194	3681	71829
195	3701	71836
196	3722	71858
197	3743	71889
198	3766	71949
199	3791	72036
200	3815	72118
201	3839	72187
202	3864	72287
203	3888	72361
204	3911	72409
205	3935	72481
206	3955	72476
207	3976	72486
208	3998	72526
209	4017	72511
210	4035	72462
211	4051	72391
212	4071	72381
213	4095	72460
214	4118	72509
215	4140	72537
216	4164	72601
217	4184	72589
218	4206	72626
219	4225	72603
220	4249	72665
221	4273	72718
222	4290	72666
223	4312	72703
224	4338	72783
225	4355	72736
226	4377	72765
227	4402	72826
228	4419	72769
229	4438	72747
230	4464	72846
231	4483	72816
232	4503	72806
233	4528	72881
234	4552	72942
235	4570	72900
236	4592	72915
237	4615	72963
238	4638	72996
239	4667	73118
240	4685	73075
241	4707	73107
242	4732	73162
243	4750	73127
244	4766	73059
245	4782	72987
246	4798	72913
247	4819	72914
248	4848	73036
249	4868	73032
250	4893	73090
251	4918	73147
252	4935	73092
253	4959	73141
254	4982	73181
255	5002	73166
256	5025	73189
257	5044	73159
258	5066	73173
259	5090	73224
260	5110	73206
261	5130	73193
262	5155	73248
263	5178	73283
264	5202	73321
265	5221	73290
266	5243	73308
267	5265	73328
268	5289	73370
269	5310	73359
270	5334	73397
271	5358	73446
272	5381	73474
273	5398	73416
274	5421	73432
275	5443	73452
276	5468	73505
277	5496	73595
278	5522	73647
279	5549	73724
280	5569	73717
281	5591	73716
282	5607	73651
283	5621	73555
284	5635	73461
285	5651	73385
286	5665	73298
287	5680	73216
288	5695	73136
289	5710	73051
290	5724	72962
291	5738	72869
292	5752	72779
293	5767	72704
294	5781	72617
295	5796	72539
296	5810	72449
297	5826	72383
298	5844	72337
299	5857	72244
300	5872	72161
301	5886	72076
302	5900	71991
303	5914	71903
304	5928	71823
305	5942	71742
306	5957	71660
307	5971	71580
308	5985	71500
309	6007	71504
310	6024	71466
311	6043	71439
312	6063	71424
313	6083	71415
314	6102	71390
315	6124	71395
316	6144	71388
317	6165	71390
318	6185	71371
319	6206	71369
320	6225	71353
321	6242	71299
322	6256	71228
323	6270	71145
324	6285	71073
325	6299	70989
326	6313	70919
327	6331	70880
328	6347	70831
329	6363	70765
330	6382	70751
331	6410	70820
332	6431	70825
333	6455	70852
334	6476	70858
335	6498	70863
336	6517	70839
337	6539	70846
338	6560	70848
339	6589	70929
340	6609	70926
341	6629	70910
342	6654	70949
343	6674	70936
344	6695	70931
345	6717	70937
346	6737	70924
347	6758	70921
348	6779	70920
349	6801	70931
350	6824	70950
351	6846	70958
352	6866	70940
353	6885	70918
354	6906	70915
355	6931	70950
356	6947	70893
357	6961	70823
358	6976	70755
359	6991	70688
360	7005	70620
361	7020	70556
362	7036	70499
363	7051	70434
364	7066	70373
365	7081	70312
366	7096	70245
367	7111	70184
368	7125	70114
369	7139	70043
370	7154	69982
371	7169	69919
372	7188	69897
373	7210	69910
374	7233	69919
375	7255	69934
376	7279	69956
377	7299	69941
378	7322	69962
379	7339	69919
380	7359	69903
381	7380	69906
382	7400	69892
383	7421	69889
384	7437	69830
385	7452	69773
386	7467	69719
387	7482	69660
388	7500	69629
389	7516	69572
390	7531	69517
391	7547	69468
392	7562	69408
393	7577	69349
394	7591	69283
395	7606	69223
396	7620	69161
397	7635	69104
398	7650	69048
399	7665	68992
400	7680	68933
401	7694	68864
402	7708	68801
403	7722	68742
404	7735	68667
405	7750	68607
406	7764	68544
407	7780	68494
408	7794	68436
409	7809	68384
410	7827	68356
411	7842	68299
412	7856	68238
413	7870	68176
414	7885	68115
415	7899	68056
416	7914	68000
417	7934	67997
418	7953	67978
419	7978	68006
420	7992	67948
421	8011	67926
422	8028	67895
423	8048	67881
424	8066	67854
425	8083	67818
426	8099	67773
427	8120	67769
428	8138	67744
429	8157	67727
430	8173	67681
431	8187	67622
432	8201	67559
433	8216	67508
434	8230	67453
435	8246	67413
436	8260	67347
437	8274	67289
438	8288	67230
439	8302	67173
440	8322	67161
441	8349	67214
442	8381	67295
443	8402	67298
444	8419	67258
445	8434	67213
446	8449	67162
447	8464	67110
448	8480	67069
449	8494	67011
450	8509	66961
451	8524	66910
452	8539	66860
453	8552	66803
454	8566	66746
455	8581	66693
456	8596	66645
457	8611	66599
458	8627	66557
459	8644	66524
460	8663	66510
461	8679	66470
462	8695	66425
463	8710	66382
464	8727	66344
465	8741	66290
466	8754	66231
467	8769	66180
468	8784	66136
469	8799	66088
470	8819	66078
471	8835	66043
472	8850	65994
473	8865	65950
474	8880	65904
475	8896	65865
476	8916	65852
477	8940	65873
478	8964	65896
479	8984	65886
480	9008	65904
481	9027	65892
482	9050	65899
483	9074	65920
484	9093	65905
485	9114	65899
486	9137	65912
487	9156	65893
488	9177	65896
489	9202	65917
490	9221	65904
491	9242	65902
492	9267	65924
493	9286	65904
494	9303	65875
495	9329	65910
496	9346	65875
497	9368	65883
498	9392	65895
499	9409	65868
500	9431	65871
501	9454	65883
502	9476	65883
503	9500	65903
504	9524	65916
505	9549	65938
506	9573	65956
507	9597	65971
508	9621	65992
509	9639	65964
510	9659	65955
511	9682	65965
512	9705	65968
513	9727	65974
514	9745	65945
515	9768	65955
516	9790	65956
517	9808	65931
518	9833	65954
519	9854	65949
520	9883	65998
521	9909	66022
522	9923	65971
523	9937	65923
524	9952	65872
525	9966	65822
526	9981	65777
527	9995	65728
528	10010	65680
529	10023	65626
530	10037	65575
531	10051	65524
532	10066	65476
533	10081	65433
534	10095	65385
535	10109	65333
536	10122	65275
537	10135	65222
538	10150	65176
539	10164	65128
540	10179	65086
541	10194	65043
542	10209	64998
543	10223	64950
544	10238	64904
545	10253	64862
546	10267	64817
547	10283	64778
548	10301	64752
549	10325	64769
550	10347	64773
551	10373	64797
552	10395	64797
553	10417	64796
554	10443	64822
555	10467	64837
556	10490	64847
557	10513	64853
558	10537	64863
559	10555	64840
560	10577	64841
561	10598	64833
562	10624	64859
563	10647	64866
564	10674	64894
565	10693	64877
566	10713	64866
567	10739	64888
568	10761	64888
569	10783	64891
570	10807	64900
571	10827	64888
572	10850	64896
573	10876	64918
574	10901	64937
575	10922	64930
576	10942	64917
577	10960	64891
578	10984	64899
579	11008	64909
580	11030	64910
581	11049	64892
582	11073	64901
583	11094	64895
584	11118	64907
585	11137	64884
586	11158	64876
587	11180	64878
588	11205	64890
589	11222	64863
590	11243	64851
591	11266	64857
592	11290	64865
593	11311	64859
594	11336	64872
595	11358	64874
596	11382	64882
597	11401	64861
598	11424	64866
599	11444	64849
600	11468	64861
601	11492	64868
602	11517	64882
603	11538	64877
604	11563	64892
605	11586	64889
606	11607	64880
607	11638	64927
608	11655	64898
609	11679	64909
610	11703	64914
611	11737	64976
612	11780	65091
613	11816	65161
614	11838	65162
615	11868	65200
616	11889	65191
617	11920	65237
618	11949	65267
619	11976	65291
620	12002	65307
621	12027	65318
622	12044	65285
623	12059	65244
624	12074	65201
625	12090	65165
626	12105	65120
627	12120	65081
628	12135	65038
629	12150	64996
630	12167	64961
631	12182	64920
632	12197	64880
633	12213	64842
634	12232	64823
635	12248	64783
636	12264	64751
637	12280	64712
638	12295	64671
639	12310	64631
640	12326	64593
641	12341	64553
642	12365	64556
643	12389	64563
644	12409	64547
645	12429	64533
646	12457	64558
647	12476	64541
648	12496	64521
649	12518	64518
650	12538	64503
651	12559	64490
652	12578	64472
653	12600	64464
654	12615	64425
655	12634	64406
656	12651	64373
657	12668	64344
658	12686	64318
659	12702	64281
660	12720	64255
661	12738	64229
662	12754	64193
663	12770	64158
664	12788	64134
665	12805	64103
666	12822	64073
667	12839	64045
668	12857	64020
669	12874	63988
670	12893	63965
671	12909	63932
672	12926	63902
673	12943	63874
674	12959	63839
675	12975	63803
676	12992	63773
677	13007	63734
678	13023	63699
679	13041	63675
680	13058	63645
681	13078	63625
682	13095	63596
683	13111	63564
684	13127	63527
685	13143	63493
686	13158	63453
687	13173	63417
688	13188	63378
689	13204	63344
690	13223	63322
691	13239	63288
692	13254	63251
693	13270	63216
694	13286	63183
695	13303	63152
696	13319	63121
697	13336	63092
698	13352	63058
699	13369	63026
700	13392	63025
701	13415	63024
702	13432	62998
703	13448	62965
704	13464	62930
705	13480	62898
706	13497	62867
707	13513	62835
708	13528	62795
709	13544	62763
710	13560	62729
711	13576	62695
712	13592	62661
713	13608	62631
714	13624	62594
715	13640	62562
716	13657	62534
717	13672	62497
718	13687	62461
719	13704	62431
720	13723	62413
721	13744	62400
722	13767	62402
723	13792	62407
724	13815	62405
725	13834	62389
726	13859	62397
727	13881	62389
728	13908	62404
729	13930	62400
730	13952	62395
731	13972	62381
732	13995	62376
733	14013	62354
734	14027	62313
735	14042	62275
736	14057	62236
737	14072	62200
738	14087	62164
739	14103	62129
740	14118	62094
741	14133	62055
742	14147	62017
743	14162	61978
744	14177	61942
745	14192	61904
746	14207	61871
747	14223	61838
748	14238	61800
749	14253	61765
750	14268	61729
751	14282	61689
752	14297	61653
753	14312	61614
754	14326	61575
755	14341	61537
756	14356	61505
757	14371	61467
758	14386	61433
759	14401	61397
760	14416	61361
761	14431	61322
762	14448	61298
763	14463	61261
764	14478	61227
765	14494	61192
766	14512	61170
767	14530	61148
768	14549	61131
769	14569	61116
770	14588	61099
771	14609	61088
772	14629	61070
773	14649	61058
774	14668	61041
775	14690	61032
776	14711	61021
777	14731	61010
778	14750	60991
779	14767	60963
780	14782	60928
781	14797	60893
782	14812	60858
783	14827	60822
784	14841	60785
785	14857	60751
786	14872	60717
787	14887	60683
788	14902	60647
789	14916	60612
790	14932	60578
791	14947	60545
792	14962	60509
793	14978	60477
794	14993	60443
795	15008	60410
796	15023	60376
797	15038	60343
798	15053	60306
799	15067	60269
800	15082	60237
801	15098	60205
802	15113	60173
803	15129	60140
804	15144	60107
805	15158	60070
806	15174	60039
807	15189	60006
808	15206	59982
809	15223	59955
810	15239	59922
811	15253	59886
812	15267	59850
813	15282	59815
814	15296	59780
815	15312	59747
816	15327	59716
817	15342	59681
818	15358	59650
819	15373	59618
820	15387	59581
821	15404	59556
822	15419	59522
823	15434	59488
824	15449	59455
825	15464	59422
826	15479	59391
827	15494	59356
828	15508	59321
829	15523	59288
830	15537	59253
831	15553	59221
832	15569	59195
833	15584	59162
834	15600	59132
835	15615	59100
836	15632	59073
837	15646	59038
838	15661	59007
839	15677	58976
840	15692	58943
841	15712	58932
842	15727	58897
843	15741	58862
844	15755	58828
845	15770	58793
846	15785	58761
847	15800	58729
848	15816	58700
849	15830	58665
850	15845	58632
851	15860	58601
852	15874	58566
853	15889	58533
854	15904	58501
855	15922	58481
856	15936	58446
857	15951	58414
858	15966	58382
859	15980	58348
860	15995	58314
861	16010	58282
862	16024	58248
863	16038	58212
864	16052	58179
865	16067	58145
866	16081	58112
867	16095	58076
868	16109	58043
869	16124	58010
870	16138	57975
871	16152	57941
872	16167	57910
873	16182	57878
874	16197	57847
875	16214	57825
876	16229	57793
877	16243	57759
878	16258	57726
879	16272	57694
880	16287	57662
881	16301	57629
882	16316	57598
883	16331	57565
884	16345	57532
885	16360	57502
886	16375	57471
887	16389	57437
888	16404	57406
889	16418	57373
890	16433	57342
891	16447	57308
892	16462	57276
893	16476	57242
894	16490	57209
895	16505	57178
896	16519	57146
897	16534	57114
898	16548	57081
899	16563	57052
900	16578	57020
901	16592	56989
902	16607	56959
903	16622	56926
904	16638	56900
905	16652	56868
906	16667	56837
907	16681	56805
908	16699	56785
909	16714	56756
910	16729	56725
911	16743	56694
912	16758	56662
913	16773	56632
914	16788	56602
915	16803	56573
916	16818	56543
917	16833	56513
918	16847	56482
919	16862	56452
920	16876	56419
921	16890	56388
922	16908	56367
923	16936	56381
924	16952	56354
925	16966	56321
926	16980	56291
927	16995	56261
928	17009	56229
929	17026	56204
930	17042	56179
931	17058	56153
932	17075	56130
933	17091	56104
934	17105	56074
935	17120	56043
936	17135	56014
937	17150	55986
938	17165	55957
939	17179	55925
940	17197	55906
941	17212	55877
942	17227	55846
943	17241	55814
944	17255	55784
945	17270	55753
946	17284	55724
947	17300	55695
948	17313	55663
949	17328	55634
950	17342	55603
951	17357	55571
952	17371	55541
953	17385	55510
954	17399	55479
955	17418	55462
956	17433	55432
957	17447	55402
958	17462	55372
959	17475	55339
960	17490	55311
961	17504	55280
962	17519	55252
963	17534	55221
964	17549	55194
965	17563	55163
966	17578	55134
967	17592	55104
968	17607	55074
969	17621	55045
970	17636	55015
971	17650	54985
972	17665	54958
973	17680	54928
974	17698	54911
975	17713	54882
976	17727	54852
977	17741	54822
978	17756	54791
979	17771	54766
980	17786	54738
981	17801	54710
982	17816	54683
983	17830	54651
984	17845	54623
985	17859	54594
986	17874	54563
987	17888	54534
988	17902	54505
989	17917	54476
990	17931	54446
991	17947	54421
992	17962	54393
993	17976	54363
994	17991	54335
995	18006	54308
996	18020	54278
997	18035	54251
998	18049	54220
999	18064	54192
1000	18079	54167
1001	18094	54139
1002	18109	54112
1003	18124	54084
1004	18139	54057
1005	18153	54027
1006	18168	53998
1007	18184	53975
1008	18201	53954
1009	18215	53926
1010	18230	53898
1011	18245	53870
1012	18259	53840
1013	18274	53813
1014	18289	53786
1015	18303	53757
1016	18318	53730
1017	18333	53702
1018	18348	53676
1019	18362	53648
1020	18377	53619
1021	18391	53590
1022	18406	53563
1023	18420	53534
1024	18435	53508
1025	18449	53478
1026	18463	53448
1027	18477	53419
1028	18491	53390
1029	18505	53361
1030	18519	53330
1031	18533	53302
1032	18547	53273
1033	18562	53245
1034	18576	53216
1035	18590	53187
1036	18604	53158
1037	18619	53131
1038	18633	53101
1039	18647	53073
1040	18661	53045
1041	18675	53016
1042	18695	53002
1043	18709	52974
1044	18723	52945
1045	18737	52916
1046	18751	52886
1047	18765	52858
1048	18780	52831
1049	18793	52799
1050	18807	52770
1051	18821	52742
1052	18835	52713
1053	18848	52683
1054	18862	52654
1055	18876	52624
1056	18890	52596
1057	18904	52569
1058	18918	52539
1059	18933	52513
1060	18947	52484
1061	18961	52456
1062	18976	52429
1063	18990	52401
1064	19003	52372
1065	19017	52341
1066	19031	52313
1067	19045	52285
1068	19059	52256
1069	19073	52228
1070	19087	52200
1071	19101	52173
1072	19115	52145
1073	19129	52116
1074	19144	52089
1075	19158	52062
1076	19172	52035
1077	19191	52019
1078	19205	51991
1079	19220	51966
1080	19234	51939
1081	19249	51911
1082	19262	51882
1083	19277	51857
1084	19292	51831
1085	19306	51803
1086	19320	51775
1087	19334	51748
1088	19348	51720
1089	19362	51693
1090	19376	51665
1091	19390	51638
1092	19405	51612
1093	19419	51584
1094	19433	51556
1095	19447	51529
1096	19462	51503
1097	19476	51477
1098	19491	51450
1099	19505	51424
1100	19520	51399
1101	19534	51372
1102	19548	51343
1103	19563	51319
1104	19578	51293
1105	19592	51266
1106	19604	51233
1107	19618	51206
1108	19632	51179
1109	19646	51152
1110	19661	51126
1111	19678	51107
1112	19693	51082
1113	19707	51054
1114	19721	51028
1115	19736	51002
1116	19750	50975
1117	19764	50949
1118	19778	50923
1119	19792	50895
1120	19808	50873
1121	19822	50846
1122	19837	50821
1123	19851	50794
1124	19866	50768
1125	19880	50743
1126	19895	50717
1127	19909	50691
1128	19925	50670
1129	19940	50646
1130	19955	50620
1131	19971	50598
1132	19987	50576
1133	20004	50559
1134	20024	50545
1135	20039	50522
1136	20055	50500
1137	20071	50478
1138	20086	50455
1139	20103	50434
1140	20119	50412
1141	20134	50389
1142	20149	50365
1143	20164	50340
1144	20182	50325
1145	20197	50300
1146	20211	50274
1147	20225	50246
1148	20239	50220
1149	20255	50197
1150	20269	50171
1151	20283	50144
1152	20297	50118
1153	20312	50094
1154	20330	50079
1155	20346	50057
1156	20365	50043
1157	20382	50022
1158	20396	49997
1159	20412	49976
1160	20428	49952
1161	20442	49928
1162	20466	49925
1163	20485	49910
1164	20499	49885
1165	20514	49862
1166	20529	49836
1167	20544	49812
1168	20559	49788
1169	20574	49765
1170	20590	49743
1171	20611	49734
1172	20634	49729
1173	20662	49738
1174	20688	49740
1175	20712	49738
1176	20730	49722
1177	20754	49719
1178	20777	49715
1179	20803	49717
1180	20829	49718
1181	20852	49714
1182	20873	49704
1183	20895	49697
1184	20920	49696
1185	20940	49685
1186	20955	49662
1187	20970	49636
1188	20984	49610
1189	20999	49587
1190	21014	49562
1191	21029	49539
1192	21043	49513
1193	21058	49488
1194	21072	49463
1195	21086	49437
1196	21101	49412
1197	21116	49388
1198	21130	49363
1199	21147	49345
1200	21163	49323
1201	21180	49303
1202	21195	49278
1203	21208	49252
1204	21223	49228
1205	21239	49205
1206	21255	49184
1207	21270	49160
1208	21286	49139
1209	21301	49116
1210	21317	49094
1211	21332	49072
1212	21351	49057
1213	21373	49049
1214	21396	49044
1215	21415	49029
1216	21438	49024
1217	21463	49023
1218	21488	49022
1219	21508	49010
1220	21535	49014
1221	21557	49008
1222	21575	48990
1223	21595	48978
1224	21612	48959
1225	21627	48935
1226	21641	48910
1227	21656	48885
1228	21675	48871
1229	21689	48845
1230	21702	48816
1231	21717	48792
1232	21732	48770
1233	21746	48745
1234	21761	48720
1235	21775	48696
1236	21790	48671
1237	21804	48647
1238	21819	48623
1239	21833	48598
1240	21849	48575
1241	21863	48550
1242	21879	48528
1243	21893	48504
1244	21908	48480
1245	21923	48456
1246	21937	48431
1247	21952	48407
1248	21966	48382
1249	21984	48365
1250	21999	48343
1251	22014	48320
1252	22032	48302
1253	22048	48281
1254	22064	48259
1255	22080	48239
1256	22097	48219
1257	22116	48205
1258	22140	48201
1259	22162	48194
1260	22184	48186
1261	22205	48176
1262	22224	48162
1263	22244	48149
1264	22262	48133
1265	22283	48122
1266	22305	48114
1267	22324	48100
1268	22344	48087
1269	22360	48067
1270	22375	48042
1271	22389	48018
1272	22404	47994
1273	22419	47971
1274	22433	47946
1275	22447	47920
1276	22461	47895
1277	22475	47870
1278	22490	47846
1279	22504	47822
1280	22519	47798
1281	22534	47775
1282	22548	47750
1283	22563	47727
1284	22588	47726
1285	22602	47700
1286	22619	47681
1287	22639	47670
1288	22654	47646
1289	22670	47626
1290	22685	47601
1291	22699	47578
1292	22713	47553
1293	22728	47529
1294	22742	47505
1295	22756	47479
1296	22771	47456
1297	22786	47434
1298	22801	47410
1299	22815	47385
1300	22829	47361
1301	22844	47337
1302	22858	47313
1303	22872	47289
1304	22887	47265
1305	22901	47241
1306	22916	47217
1307	22930	47193
1308	22944	47169
1309	22958	47144
1310	22972	47119
1311	22987	47096
1312	23001	47071
1313	23015	47047
1314	23030	47023
1315	23044	46999
1316	23058	46975
1317	23073	46952
1318	23088	46929
1319	23102	46905
1320	23117	46882
1321	23131	46858
1322	23146	46834
1323	23162	46814
1324	23177	46793
1325	23192	46769
1326	23206	46744
1327	23221	46722
1328	23235	46697
1329	23249	46674
1330	23263	46649
1331	23278	46626
1332	23292	46602
1333	23307	46580
1334	23322	46558
1335	23336	46534
1336	23351	46510
1337	23366	46487
1338	23380	46464
1339	23395	46441
1340	23410	46420
1341	23425	46396
1342	23440	46373
1343	23455	46352
1344	23469	46328
1345	23483	46304
1346	23498	46281
1347	23511	46255
1348	23525	46231
1349	23539	46207
1350	23553	46183
1351	23569	46161
1352	23584	46140
1353	23599	46117
1354	23614	46095
1355	23628	46072
1356	23643	46049
1357	23658	46028
1358	23676	46010
1359	23690	45986
1360	23703	45962
1361	23719	45941
1362	23733	45917
1363	23747	45893
1364	23761	45868
1365	23776	45847
1366	23790	45823
1367	23805	45800
1368	23819	45778
1369	23834	45755
1370	23848	45732
1371	23863	45708
1372	23877	45686
1373	23892	45663
1374	23907	45641
1375	23921	45617
1376	23935	45594
1377	23949	45570
1378	23964	45547
1379	23979	45526
1380	23993	45502
1381	24007	45478
1382	24021	45455
1383	24035	45432
1384	24050	45408
1385	24064	45385
1386	24079	45363
1387	24093	45340
1388	24108	45317
1389	24122	45294
1390	24136	45271
1391	24151	45248
1392	24169	45234
1393	24184	45211
1394	24199	45188
1395	24213	45166
1396	24228	45143
1397	24241	45119
1398	24255	45095
1399	24270	45073
1400	24284	45050
1401	24299	45028
1402	24313	45005
1403	24328	44982
1404	24342	44959
1405	24356	44935
1406	24371	44914
1407	24385	44891
1408	24400	44869
1409	24414	44846
1410	24429	44824
1411	24443	44802
1412	24458	44780
1413	24473	44757
1414	24487	44734
1415	24501	44712
1416	24516	44690
1417	24531	44667
1418	24545	44645
1419	24560	44624
1420	24575	44603
1421	24590	44580
1422	24605	44559
1423	24619	44535
1424	24633	44512
1425	24647	44490
1426	24667	44477
1427	24681	44454
1428	24696	44432
1429	24710	44410
1430	24724	44387
1431	24739	44365
1432	24754	44343
1433	24768	44321
1434	24783	44298
1435	24798	44277
1436	24812	44255
1437	24827	44234
1438	24842	44212
1439	24857	44190
1440	24871	44167
1441	24885	44145
1442	24899	44122
1443	24913	44099
1444	24928	44077
1445	24942	44055
1446	24957	44033
1447	24972	44011
1448	24987	43990
1449	25001	43967
1450	25015	43945
1451	25029	43922
1452	25044	43901
1453	25059	43879
1454	25073	43856
1455	25088	43835
1456	25102	43813
1457	25116	43790
1458	25130	43767
1459	25145	43746
1460	25165	43733
1461	25178	43709
1462	25192	43687
1463	25211	43673
1464	25226	43650
1465	25240	43629
1466	25255	43607
1467	25270	43585
1468	25284	43563
1469	25300	43543
1470	25314	43521
1471	25328	43499
1472	25342	43476
1473	25357	43454
1474	25371	43432
1475	25386	43410
1476	25400	43389
1477	25414	43367
1478	25429	43345
1479	25443	43323
1480	25457	43300
1481	25472	43279
1482	25486	43256
1483	25501	43235
1484	25515	43213
1485	25530	43191
1486	25545	43171
1487	25559	43149
1488	25574	43127
1489	25589	43106
1490	25603	43083
1491	25617	43062
1492	25632	43040
1493	25647	43020
1494	25664	43003
1495	25679	42981
1496	25693	42959
1497	25708	42938
1498	25722	42916
1499	25737	42895
1500	25750	42870
1501	25764	42848
1502	25778	42826
1503	25792	42805
1504	25806	42782
1505	25820	42759
1506	25834	42738
1507	25849	42716
1508	25864	42695
1509	25878	42673
1510	25892	42652
1511	25907	42630
1512	25921	42608
1513	25935	42586
1514	25950	42565
1515	25965	42544
1516	25979	42523
1517	25994	42501
1518	26008	42480
1519	26024	42460
1520	26038	42439
1521	26052	42416
1522	26067	42395
1523	26082	42374
1524	26096	42353
1525	26111	42332
1526	26125	42310
1527	26141	42290
1528	26159	42275
1529	26173	42253
1530	26189	42235
1531	26203	42213
1532	26217	42190
1533	26232	42170
1534	26246	42148
1535	26264	42132
1536	26278	42110
1537	26292	42089
1538	26307	42067
1539	26321	42046
1540	26337	42026
1541	26351	42005
1542	26365	41983
1543	26379	41961
1544	26393	41939
1545	26408	41918
1546	26422	41897
1547	26436	41875
1548	26451	41854
1549	26466	41833
1550	26480	41812
1551	26494	41790
1552	26509	41769
1553	26524	41749
1554	26538	41728
1555	26553	41707
1556	26568	41686
1557	26583	41667
1558	26598	41645
1559	26612	41625
1560	26627	41604
1561	26643	41585
1562	26661	41569
1563	26676	41549
1564	26690	41528
1565	26704	41506
1566	26719	41486
1567	26734	41464
1568	26748	41443
1569	26761	41420
1570	26775	41399
1571	26789	41377
1572	26803	41355
1573	26817	41334
1574	26832	41313
1575	26846	41291
1576	26860	41269
1577	26874	41248
1578	26888	41226
1579	26902	41204
1580	26917	41184
1581	26936	41170
1582	26951	41151
1583	26967	41132
1584	26984	41115
1585	27000	41097
1586	27016	41077
1587	27030	41056
1588	27046	41038
1589	27061	41017
1590	27075	40996
1591	27090	40975
1592	27104	40954
1593	27121	40937
1594	27138	40920
1595	27156	40905
1596	27172	40886
1597	27189	40868
1598	27205	40850
1599	27221	40831
1600	27236	40812
1601	27252	40793
1602	27267	40774
1603	27283	40755
1604	27299	40736
1605	27314	40717
1606	27331	40698
1607	27347	40680
1608	27362	40661
1609	27378	40642
1610	27394	40623
1611	27409	40604
1612	27424	40583
1613	27437	40561
1614	27452	40541
1615	27467	40521
1616	27481	40500
1617	27496	40480
1618	27512	40461
1619	27528	40443
1620	27543	40423
1621	27558	40402
1622	27574	40384
1623	27590	40366
1624	27605	40347
1625	27621	40327
1626	27640	40314
1627	27657	40296
1628	27673	40278
1629	27689	40260
1630	27704	40240
1631	27719	40220
1632	27734	40200
1633	27750	40181
1634	27766	40163
1635	27782	40145
1636	27798	40127
1637	27814	40108
1638	27830	40090
1639	27846	40071
1640	27862	40052
1641	27878	40035
1642	27893	40015
1643	27909	39997
1644	27924	39976
1645	27940	39958
1646	27953	39936
1647	27967	39915
1648	27983	39896
1649	27997	39875
1650	28011	39853
1651	28026	39833
1652	28041	39814
1653	28055	39794
1654	28070	39773
1655	28086	39755
1656	28101	39735
1657	28116	39715
1658	28130	39694
1659	28148	39679
1660	28163	39659
1661	28178	39639
1662	28193	39619
1663	28207	39599
1664	28224	39581
1665	28239	39562
1666	28253	39541
1667	28269	39522
1668	28283	39502
