iter	Passed	Remaining
466	20872	23821
467	20925	23786
468	20968	23740
469	21017	23701
470	21063	23657
471	21107	23612
472	21153	23568
473	21193	23518
474	21243	23479
475	21286	23433
476	21326	23382
477	21380	23348
478	21432	23311
479	21478	23268
480	21523	23224
481	21564	23175
482	21608	23129
483	21664	23096
484	21713	23057
485	21763	23017
486	21812	22977
487	21859	22934
488	21904	22890
489	21958	22855
490	22005	22812
491	22057	22775
492	22102	22729
493	22151	22689
494	22194	22642
495	22240	22598
496	22289	22558
497	22331	22511
498	22380	22470
499	22441	22441
500	22487	22397
501	22535	22355
502	22582	22313
503	22632	22273
504	22680	22230
505	22731	22192
506	22775	22146
507	22823	22104
508	22870	22061
509	22917	22019
510	22968	21979
511	23019	21940
512	23066	21897
513	23111	21852
514	23160	21811
515	23204	21765
516	23255	21725
517	23298	21679
518	23335	21627
519	23384	21585
520	23437	21548
521	23481	21502
522	23528	21459
523	23569	21410
524	23620	21370
525	23664	21325
526	23718	21287
527	23766	21245
528	23813	21202
529	23861	21160
530	23907	21116
531	23957	21075
532	24003	21031
533	24051	20988
534	24097	20944
535	24136	20894
536	24180	20848
537	24226	20804
538	24270	20758
539	24313	20711
540	24361	20668
541	24405	20623
542	24452	20579
543	24501	20537
544	24548	20494
545	24595	20451
546	24642	20407
547	24690	20365
548	24737	20321
549	24781	20275
550	24830	20233
551	24875	20188
552	24919	20142
553	24965	20098
554	25011	20054
555	25055	20008
556	25102	19965
557	25150	19921
558	25201	19881
559	25241	19832
560	25287	19788
561	25333	19743
562	25379	19699
563	25431	19660
564	25482	19619
565	25532	19578
566	25581	19535
567	25626	19490
568	25673	19447
569	25722	19404
570	25786	19373
571	25838	19333
572	25891	19294
573	25942	19253
574	25979	19202
575	26023	19156
576	26066	19109
577	26110	19063
578	26160	19021
579	26207	18978
580	26253	18933
581	26293	18884
582	26332	18834
583	26378	18789
584	26438	18755
585	26482	18709
586	26524	18662
587	26570	18617
588	26616	18572
589	26664	18529
590	26707	18483
591	26755	18439
592	26800	18394
593	26851	18353
594	26899	18309
595	26950	18268
596	26998	18224
597	27047	18182
598	27087	18133
599	27133	18089
600	27183	18046
601	27231	18003
602	27285	17964
603	27331	17919
604	27376	17873
605	27419	17827
606	27477	17790
607	27522	17745
608	27575	17704
609	27621	17659
610	27672	17617
611	27718	17573
612	27770	17531
613	27816	17487
614	27859	17440
615	27902	17394
616	27948	17349
617	27998	17306
618	28046	17263
619	28091	17217
620	28145	17177
621	28200	17137
622	28258	17100
623	28305	17055
624	28349	17009
625	28395	16964
626	28438	16917
627	28486	16874
628	28535	16830
629	28581	16785
630	28625	16739
631	28666	16691
632	28715	16648
633	28763	16604
634	28813	16562
635	28865	16520
636	28918	16479
637	28971	16438
638	29019	16394
639	29068	16351
640	29118	16308
641	29165	16263
642	29216	16221
643	29264	16177
644	29305	16129
645	29355	16086
646	29405	16043
647	29454	16000
648	29507	15958
649	29560	15917
650	29604	15871
651	29647	15824
652	29697	15781
653	29749	15739
654	29792	15692
655	29840	15648
656	29885	15602
657	29930	15556
658	29979	15512
659	29997	15453
660	30040	15406
661	30089	15362
662	30125	15312
663	30168	15265
664	30212	15220
665	30258	15174
666	30295	15124
667	30335	15077
668	30381	15031
669	30426	14986
670	30475	14942
671	30526	14899
672	30572	14854
673	30619	14810
674	30658	14761
675	30704	14716
676	30749	14670
677	30793	14624
678	30836	14577
679	30880	14532
680	30925	14486
681	30961	14436
682	31012	14393
683	31058	14348
684	31101	14302
685	31150	14258
686	31192	14211
687	31241	14167
688	31286	14121
689	31328	14075
690	31364	14025
691	31404	13977
692	31451	13932
693	31495	13886
694	31539	13841
695	31573	13790
696	31622	13747
697	31664	13700
698	31711	13655
699	31750	13607
700	31792	13560
701	31827	13510
702	31872	13465
703	31918	13420
704	31962	13374
705	32000	13326
706	32047	13281
707	32088	13234
708	32132	13188
709	32172	13140
710	32215	13094
711	32263	13050
712	32307	13004
713	32351	12958
714	32398	12914
715	32450	12871
716	32492	12824
717	32535	12778
718	32576	12731
719	32626	12688
720	32674	12643
721	32726	12601
722	32766	12553
723	32809	12507
724	32856	12462
725	32905	12419
726	32953	12374
727	33003	12330
728	33046	12284
729	33087	12237
730	33140	12195
731	33185	12149
732	33234	12105
733	33280	12060
734	33328	12016
735	33377	11972
736	33426	11928
737	33476	11884
738	33525	11840
739	33574	11796
740	33622	11751
741	33666	11706
742	33699	11656
743	33753	11613
744	33797	11568
745	33844	11523
746	33894	11479
747	33950	11437
748	33997	11393
749	34037	11345
750	34084	11300
751	34136	11257
752	34183	11212
753	34225	11166
754	34268	11120
755	34317	11076
756	34365	11031
757	34408	10985
758	34452	10939
759	34502	10895
760	34560	10854
761	34612	10810
762	34655	10764
763	34709	10721
764	34752	10675
765	34789	10627
766	34837	10582
767	34875	10535
768	34922	10490
769	34970	10445
770	35020	10401
771	35065	10356
772	35121	10313
773	35174	10270
774	35216	10224
775	35265	10179
776	35310	10134
777	35352	10087
778	35406	10044
779	35454	9999
780	35499	9954
781	35547	9909
782	35592	9864
783	35636	9818
784	35678	9771
785	35726	9727
786	35770	9681
787	35834	9640
788	35894	9599
789	35949	9556
790	36006	9513
791	36052	9468
792	36107	9425
793	36157	9380
794	36207	9336
795	36261	9293
796	36311	9248
797	36360	9204
798	36410	9159
799	36465	9116
800	36512	9071
801	36563	9026
802	36609	8981
803	36654	8935
804	36706	8891
805	36778	8852
806	36838	8810
807	36899	8768
808	36943	8722
809	36992	8677
810	37044	8632
811	37098	8589
812	37146	8544
813	37213	8503
814	37275	8461
815	37348	8421
816	37413	8380
817	37463	8335
818	37517	8291
819	37568	8246
820	37616	8201
821	37668	8156
822	37712	8110
823	37760	8065
824	37810	8020
825	37861	7975
826	37925	7933
827	37982	7890
828	38048	7848
829	38118	7807
830	38172	7763
831	38237	7720
832	38301	7678
833	38368	7636
834	38429	7593
835	38491	7550
836	38549	7507
837	38598	7461
838	38645	7415
839	38690	7369
840	38745	7325
841	38795	7279
842	38847	7234
843	38895	7189
844	38947	7144
845	39000	7099
846	39069	7057
847	39124	7012
848	39171	6966
849	39215	6920
850	39267	6875
851	39327	6831
852	39391	6788
853	39440	6742
854	39498	6698
855	39538	6651
856	39556	6600
857	39604	6554
858	39652	6508
859	39701	6463
860	39754	6417
861	39800	6371
862	39864	6328
863	39905	6281
864	39952	6235
865	39998	6189
866	40047	6143
867	40090	6096
868	40137	6050
869	40181	6004
870	40231	5958
871	40292	5914
872	40354	5870
873	40404	5824
874	40455	5779
875	40506	5733
876	40552	5687
877	40594	5640
878	40634	5593
879	40682	5547
880	40729	5501
881	40772	5454
882	40814	5408
883	40860	5361
884	40904	5315
885	40952	5269
886	40999	5223
887	41041	5176
888	41089	5130
889	41136	5084
890	41180	5037
891	41226	4991
892	41271	4945
893	41314	4898
894	41348	4850
895	41397	4805
896	41449	4759
897	41497	4713
898	41542	4667
899	41585	4620
900	41631	4574
901	41674	4527
902	41715	4481
903	41771	4435
904	41820	4389
905	41869	4344
906	41922	4298
907	41970	4252
908	42021	4206
909	42065	4160
910	42150	4117
911	42209	4072
912	42262	4027
913	42311	3981
914	42360	3935
915	42421	3890
916	42469	3844
917	42522	3798
918	42575	3752
919	42621	3706
920	42667	3659
921	42708	3613
922	42754	3566
923	42805	3520
924	42845	3473
925	42890	3427
926	42933	3380
927	42978	3334
928	43017	3287
929	43068	3241
930	43110	3195
931	43150	3148
932	43203	3102
933	43248	3056
934	43295	3009
935	43340	2963
936	43391	2917
937	43440	2871
938	43483	2824
939	43513	2777
940	43558	2731
941	43604	2684
942	43649	2638
943	43695	2592
944	43743	2545
945	43793	2499
946	43835	2453
947	43877	2406
948	43923	2360
949	43971	2314
950	44016	2267
951	44055	2221
952	44096	2174
953	44135	2128
954	44182	2081
955	44228	2035
956	44275	1989
957	44324	1943
958	44351	1896
959	44399	1849
960	44434	1803
961	44487	1757
962	44531	1710
963	44574	1664
964	44616	1618
965	44659	1571
966	44706	1525
967	44754	1479
968	44804	1433
969	44854	1387
970	44902	1341
971	44947	1294
972	44995	1248
973	45045	1202
974	45082	1155
975	45129	1109
976	45187	1063
977	45234	1017
978	45274	971
979	45324	924
980	45374	878
981	45424	832
982	45472	786
983	45518	740
984	45561	693
985	45607	647
986	45649	601
987	45701	555
988	45754	508
989	45805	462
990	45853	416
991	45895	370
992	45940	323
993	45982	277
994	46024	231
995	46062	184
996	46110	138
997	46151	92
998	46193	46
999	46240	0
